iter	Passed	Remaining
843	105590	19516
844	105710	19390
845	105829	19264
846	105959	19140
847	106086	19015
848	106205	18889
849	106329	18764
850	106455	18639
851	106585	18514
852	106714	18390
853	106845	18266
854	106964	18140
855	107084	18014
856	107210	17889
857	107343	17765
858	107464	17639
859	107578	17512
860	107685	17384
861	107804	17258
862	107918	17131
863	108042	17006
864	108148	16878
865	108287	16755
866	108409	16630
867	108538	16505
868	108668	16381
869	108788	16255
870	108888	16127
871	109017	16002
872	109147	15878
873	109261	15751
874	109398	15628
875	109535	15505
876	109663	15380
877	109782	15254
878	109886	15126
879	110012	15001
880	110146	14877
881	110269	14752
882	110389	14626
883	110506	14500
884	110639	14376
885	110751	14250
886	110872	14124
887	110999	13999
888	111136	13876
889	111268	13752
890	111385	13626
891	111505	13500
892	111623	13374
893	111745	13249
894	111863	13123
895	111986	12998
896	112114	12873
897	112237	12748
898	112365	12623
899	112493	12499
900	112622	12374
901	112743	12249
902	112871	12124
903	113007	12000
904	113134	11875
905	113249	11749
906	113380	11625
907	113511	11501
908	113645	11377
909	113776	11252
910	113902	11127
911	114042	11004
912	114181	10880
913	114305	10755
914	114438	10630
915	114579	10507
916	114694	10381
917	114826	10256
918	114939	10130
919	115048	10004
920	115165	9878
921	115292	9753
922	115433	9629
923	115547	9503
924	115682	9379
925	115807	9254
926	115939	9130
927	116073	9005
928	116190	8879
929	116318	8755
930	116443	8630
931	116579	8505
932	116694	8380
933	116819	8254
934	116955	8130
935	117071	8004
936	117200	7880
937	117333	7755
938	117463	7630
939	117584	7505
940	117715	7380
941	117856	7256
942	117987	7131
943	118119	7007
944	118242	6881
945	118368	6756
946	118485	6631
947	118597	6505
948	118715	6379
949	118847	6255
950	118972	6130
951	119097	6004
952	119210	5879
953	119334	5754
954	119469	5629
955	119593	5504
956	119720	5379
957	119849	5254
958	119980	5129
959	120110	5004
960	120236	4879
961	120386	4755
962	120499	4629
963	120612	4504
964	120740	4379
965	120850	4253
966	120984	4128
967	121114	4003
968	121236	3878
969	121361	3753
970	121479	3628
971	121601	3502
972	121720	3377
973	121844	3252
974	121975	3127
975	122101	3002
976	122224	2877
977	122349	2752
978	122459	2626
979	122573	2501
980	122701	2376
981	122824	2251
982	122939	2126
983	123068	2001
984	123207	1876
985	123340	1751
986	123463	1626
987	123610	1501
988	123744	1376
989	123866	1251
990	123978	1125
991	124105	1000
992	124223	875
993	124355	750
994	124497	625
995	124644	500
996	124771	375
997	124898	250
998	125018	125
999	125152	0
